date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2018-05-27,13,11,0.0,9.4,3,85,05:14 PM,03:24 AM,04:13 AM,07:11 PM,9,12,13,12,21,96,77,1.0,1021,13,8,68,17,"boston,ma"
2018-05-28,20,11,0.0,10.4,4,92,06:15 PM,03:56 AM,04:12 AM,07:12 PM,10,14,15,14,11,79,75,0.0,1018,20,10,84,9,"boston,ma"
2018-05-29,28,14,0.0,14.5,6,99,07:15 PM,04:30 AM,04:11 AM,07:12 PM,16,24,24,23,12,12,68,0.0,1015,28,10,206,9,"boston,ma"
2018-05-30,23,16,0.0,14.5,6,100,08:11 PM,05:09 AM,04:11 AM,07:13 PM,13,21,22,21,11,9,63,0.0,1021,23,10,132,9,"boston,ma"
2018-05-31,27,14,0.0,14.5,6,89,09:03 PM,05:52 AM,04:10 AM,07:14 PM,12,22,22,21,15,26,60,0.0,1018,27,10,202,11,"boston,ma"
2018-06-01,25,18,0.0,10.4,5,74,09:50 PM,06:39 AM,04:10 AM,07:15 PM,19,23,23,22,10,78,82,1.4,1010,25,10,198,8,"boston,ma"
2018-06-02,25,16,0.0,11.5,5,67,10:32 PM,07:30 AM,04:09 AM,07:16 PM,17,23,23,22,14,52,75,3.0,1008,25,10,162,10,"boston,ma"
2018-06-03,17,10,0.0,14.5,4,59,11:10 PM,08:24 AM,04:09 AM,07:16 PM,7,14,15,14,16,9,62,0.0,1018,17,10,84,14,"boston,ma"
2018-06-04,11,10,0.0,9.4,3,52,11:43 PM,09:22 AM,04:09 AM,07:17 PM,9,9,11,9,18,99,86,0.0,1010,11,10,113,14,"boston,ma"
2018-06-05,19,9,0.0,11.5,4,44,No moonrise,10:20 AM,04:08 AM,07:18 PM,10,14,14,14,7,69,80,0.0,1005,19,10,215,5,"boston,ma"
2018-06-06,20,11,0.0,11.5,4,36,12:13 AM,11:20 AM,04:08 AM,07:18 PM,10,15,15,15,10,70,74,0.2,1011,20,10,141,7,"boston,ma"
2018-06-07,22,13,0.0,13.5,4,29,12:42 AM,12:21 PM,04:08 AM,07:19 PM,10,17,18,17,15,48,66,0.2,1019,22,10,207,12,"boston,ma"
2018-06-08,25,13,0.0,12.5,5,21,01:10 AM,01:25 PM,04:07 AM,07:20 PM,12,21,21,20,9,38,63,0.2,1020,25,10,256,7,"boston,ma"
2018-06-09,26,15,0.0,14.5,6,14,01:39 AM,02:30 PM,04:07 AM,07:20 PM,9,23,23,22,10,18,43,0.0,1019,26,10,312,7,"boston,ma"
2018-06-10,23,16,0.0,14.5,6,6,02:09 AM,03:39 PM,04:07 AM,07:21 PM,6,20,20,20,12,18,39,0.0,1017,23,10,169,9,"boston,ma"
2018-06-11,20,14,0.0,14.5,5,0,02:43 AM,04:49 PM,04:07 AM,07:21 PM,6,17,17,17,12,19,48,0.0,1019,20,10,149,10,"boston,ma"
2018-06-12,26,13,0.0,14.5,6,0,03:22 AM,06:02 PM,04:07 AM,07:22 PM,7,19,19,19,24,3,46,0.0,1020,26,10,230,18,"boston,ma"
2018-06-13,24,16,0.0,11.5,5,0,04:08 AM,07:13 PM,04:07 AM,07:22 PM,14,22,22,21,22,52,65,0.0,1012,24,10,229,16,"boston,ma"
2018-06-14,25,18,0.0,13.5,6,1,05:02 AM,08:19 PM,04:07 AM,07:23 PM,13,22,22,22,22,31,58,0.0,1005,25,10,281,16,"boston,ma"
2018-06-15,21,13,0.0,11.5,4,9,06:04 AM,09:18 PM,04:07 AM,07:23 PM,12,17,18,17,8,61,70,0.2,1013,21,9,153,6,"boston,ma"
2018-06-16,28,15,0.0,14.5,6,16,07:13 AM,10:09 PM,04:07 AM,07:24 PM,11,23,23,23,10,7,47,0.0,1015,28,10,279,8,"boston,ma"
2018-06-17,29,18,0.0,14.5,7,24,08:25 AM,10:51 PM,04:07 AM,07:24 PM,13,25,25,25,11,7,48,0.0,1018,29,10,193,8,"boston,ma"
2018-06-18,32,20,0.0,14.5,7,31,09:37 AM,11:28 PM,04:07 AM,07:24 PM,17,27,27,26,24,28,58,1.8,1012,32,10,221,18,"boston,ma"
2018-06-19,28,21,0.0,14.5,7,39,10:47 AM,No moonset,04:07 AM,07:24 PM,13,26,26,25,21,14,51,0.0,1007,28,10,316,15,"boston,ma"
2018-06-20,27,16,0.0,14.5,6,46,11:55 AM,12:00 AM,04:07 AM,07:25 PM,12,25,25,24,10,11,48,0.0,1011,27,10,273,8,"boston,ma"
2018-06-21,27,18,0.0,14.5,6,54,01:00 PM,12:30 AM,04:07 AM,07:25 PM,14,23,23,23,9,21,62,0.0,1009,27,10,154,7,"boston,ma"
2018-06-22,23,16,0.0,13.5,5,61,02:04 PM,12:59 AM,04:08 AM,07:25 PM,12,21,21,21,13,18,56,0.0,1017,23,10,95,10,"boston,ma"
2018-06-23,19,15,0.0,10.5,4,69,03:07 PM,01:28 AM,04:08 AM,07:25 PM,11,17,17,17,11,74,70,2.0,1014,19,10,118,9,"boston,ma"
2018-06-24,26,13,0.0,9.5,5,77,04:08 PM,01:58 AM,04:08 AM,07:25 PM,16,21,21,21,8,77,76,7.6,1010,26,10,240,6,"boston,ma"
2018-06-25,23,16,0.0,12.5,5,84,05:08 PM,02:31 AM,04:08 AM,07:25 PM,14,20,20,20,12,52,70,1.5,1014,23,9,221,10,"boston,ma"
2018-06-26,26,14,0.0,14.5,6,92,06:05 PM,03:08 AM,04:09 AM,07:25 PM,10,23,23,23,12,9,47,0.0,1023,26,10,213,9,"boston,ma"
2018-06-27,25,17,0.0,13.5,5,99,06:58 PM,03:49 AM,04:09 AM,07:26 PM,13,22,22,21,20,58,60,0.0,1018,25,10,218,14,"boston,ma"
2018-06-28,26,19,0.0,10.5,5,100,07:47 PM,04:34 AM,04:10 AM,07:25 PM,19,23,23,22,19,83,86,3.0,1011,26,10,191,13,"boston,ma"
2018-06-29,33,20,0.0,14.5,7,86,08:31 PM,05:24 AM,04:10 AM,07:25 PM,18,29,29,28,9,12,59,0.0,1013,33,10,270,6,"boston,ma"
2018-06-30,34,22,0.0,14.5,8,78,09:10 PM,06:17 AM,04:11 AM,07:25 PM,17,30,30,29,11,13,51,0.0,1016,34,10,214,8,"boston,ma"
2018-07-01,36,23,0.0,13.5,7,75,09:45 PM,07:14 AM,04:11 AM,07:25 PM,20,33,33,30,9,22,59,3.0,1016,36,10,162,7,"boston,ma"
2018-07-02,31,21,0.0,14.5,7,68,10:16 PM,08:11 AM,04:12 AM,07:25 PM,20,30,30,28,11,15,64,0.7,1019,31,10,134,9,"boston,ma"
2018-07-03,35,22,0.0,14.5,8,61,10:45 PM,09:10 AM,04:12 AM,07:25 PM,22,33,33,30,11,22,63,9.7,1021,35,9,216,8,"boston,ma"
2018-07-04,33,24,0.0,14.5,8,54,11:13 PM,10:10 AM,04:13 AM,07:25 PM,19,32,32,30,9,9,56,0.5,1025,33,10,117,7,"boston,ma"
2018-07-05,34,24,0.0,14.5,8,46,11:40 PM,11:11 AM,04:13 AM,07:24 PM,22,34,34,30,14,7,65,0.0,1023,34,10,219,11,"boston,ma"
2018-07-06,30,20,0.0,13.5,6,39,No moonrise,12:14 PM,04:14 AM,07:24 PM,19,28,28,26,25,35,66,0.3,1016,30,9,265,18,"boston,ma"
2018-07-07,27,16,0.0,14.5,6,32,12:09 AM,01:19 PM,04:15 AM,07:24 PM,9,24,24,24,9,1,40,0.0,1026,27,10,212,8,"boston,ma"
2018-07-08,28,17,0.0,14.5,7,24,12:39 AM,02:27 PM,04:15 AM,07:23 PM,13,26,26,26,10,1,47,0.0,1026,28,10,204,8,"boston,ma"
2018-07-09,32,18,0.0,14.5,7,17,01:15 AM,03:38 PM,04:16 AM,07:23 PM,15,28,28,27,13,0,50,0.0,1020,32,10,226,11,"boston,ma"
2018-07-10,34,20,0.0,14.5,8,10,01:56 AM,04:48 PM,04:17 AM,07:22 PM,15,30,30,29,12,5,48,0.2,1012,34,10,267,10,"boston,ma"
2018-07-11,25,19,0.0,14.5,6,3,02:45 AM,05:57 PM,04:17 AM,07:22 PM,14,23,23,23,14,22,59,0.0,1014,25,10,84,11,"boston,ma"
2018-07-12,26,18,0.0,14.5,6,0,03:43 AM,07:01 PM,04:18 AM,07:21 PM,11,23,23,23,11,13,49,0.0,1022,26,10,149,9,"boston,ma"
2018-07-13,27,19,0.0,13.5,5,0,04:49 AM,07:57 PM,04:19 AM,07:21 PM,14,24,24,23,13,46,57,0.0,1024,27,10,159,10,"boston,ma"
2018-07-14,27,18,0.0,13.5,5,4,06:02 AM,08:45 PM,04:20 AM,07:20 PM,14,24,24,23,10,40,59,0.4,1020,27,10,153,8,"boston,ma"
2018-07-15,28,19,0.0,12.4,5,12,07:16 AM,09:26 PM,04:21 AM,07:19 PM,20,26,26,24,7,42,78,0.8,1015,28,10,141,5,"boston,ma"
2018-07-16,29,21,0.0,14.5,7,19,08:30 AM,10:01 PM,04:21 AM,07:19 PM,21,28,28,26,9,21,76,0.0,1015,29,10,152,7,"boston,ma"
2018-07-17,30,22,0.0,13.5,6,26,09:41 AM,10:32 PM,04:22 AM,07:18 PM,21,28,28,25,14,43,79,6.9,1010,30,9,220,10,"boston,ma"
2018-07-18,28,21,0.0,14.5,7,34,10:50 AM,11:02 PM,04:23 AM,07:17 PM,14,26,26,25,12,24,54,0.0,1011,28,10,325,10,"boston,ma"
2018-07-19,28,17,0.0,14.5,6,41,11:56 AM,11:32 PM,04:24 AM,07:17 PM,12,26,26,25,10,0,46,0.0,1018,28,10,166,8,"boston,ma"
2018-07-20,29,18,0.0,14.5,7,48,01:00 PM,No moonset,04:25 AM,07:16 PM,16,27,27,26,9,0,55,0.0,1021,29,10,178,8,"boston,ma"
2018-07-21,24,17,0.0,13.5,5,55,02:02 PM,12:02 AM,04:26 AM,07:15 PM,15,24,24,23,11,21,64,0.0,1021,24,10,122,9,"boston,ma"
2018-07-22,24,19,0.0,9.3,5,63,03:02 PM,12:34 AM,04:27 AM,07:14 PM,20,23,23,22,17,83,89,8.7,1019,24,10,117,11,"boston,ma"
2018-07-23,29,22,0.0,11.4,6,70,04:00 PM,01:09 AM,04:28 AM,07:13 PM,21,27,27,25,20,60,80,0.0,1024,29,9,164,14,"boston,ma"
2018-07-24,31,22,0.0,13.5,6,77,04:54 PM,01:48 AM,04:29 AM,07:12 PM,21,28,28,26,17,43,74,0.7,1025,31,10,167,13,"boston,ma"
2018-07-25,28,22,0.0,12.4,6,84,05:45 PM,02:32 AM,04:30 AM,07:11 PM,21,28,28,25,21,57,78,2.7,1018,28,10,177,16,"boston,ma"
2018-07-26,28,23,0.0,12.4,6,92,06:30 PM,03:20 AM,04:31 AM,07:10 PM,21,28,28,26,19,58,79,11.8,1012,28,9,212,13,"boston,ma"
2018-07-27,32,22,0.0,14.5,7,99,07:11 PM,04:12 AM,04:32 AM,07:09 PM,20,30,30,28,11,17,66,0.8,1015,32,10,208,9,"boston,ma"
2018-07-28,30,22,0.0,14.5,6,100,07:47 PM,05:08 AM,04:33 AM,07:08 PM,21,29,29,26,11,25,71,2.6,1015,30,10,200,8,"boston,ma"
2018-07-29,29,21,0.0,14.5,7,86,08:19 PM,06:05 AM,04:34 AM,07:07 PM,15,27,27,26,11,15,55,0.0,1017,29,10,277,8,"boston,ma"
2018-07-30,29,20,0.0,14.5,7,79,08:49 PM,07:04 AM,04:35 AM,07:06 PM,16,27,27,26,9,8,54,0.0,1020,29,10,234,7,"boston,ma"
2018-07-31,31,20,0.0,14.5,7,75,09:17 PM,08:03 AM,04:36 AM,07:05 PM,17,28,28,27,8,9,57,0.0,1020,31,10,212,6,"boston,ma"
2018-08-01,28,21,0.0,10.2,6,65,09:44 PM,09:03 AM,04:37 AM,07:04 PM,20,28,28,25,15,63,75,1.8,1019,28,10,190,11,"boston,ma"
2018-08-02,33,24,0.0,14.5,8,57,10:11 PM,10:05 AM,04:38 AM,07:03 PM,21,31,31,29,19,49,65,0.0,1018,33,10,229,15,"boston,ma"
2018-08-03,31,24,0.0,13.4,6,50,10:40 PM,11:08 AM,04:39 AM,07:01 PM,22,31,31,28,13,31,73,1.5,1021,31,10,225,10,"boston,ma"
2018-08-04,28,23,0.0,12.4,6,43,11:12 PM,12:12 PM,04:40 AM,07:00 PM,21,27,27,25,14,38,78,0.0,1019,28,10,236,11,"boston,ma"
2018-08-05,34,21,0.0,14.2,7,36,11:49 PM,01:20 PM,04:41 AM,06:59 PM,20,31,31,29,6,12,62,0.0,1019,34,10,261,5,"boston,ma"
2018-08-06,36,23,0.0,14.2,8,28,No moonrise,02:28 PM,04:42 AM,06:58 PM,21,36,36,33,8,1,54,0.0,1017,36,10,243,7,"boston,ma"
2018-08-07,36,25,0.0,14.1,8,21,12:33 AM,03:36 PM,04:43 AM,06:56 PM,21,33,33,31,14,9,59,0.2,1013,36,10,230,12,"boston,ma"
2018-08-08,31,24,0.0,14.1,6,14,01:25 AM,04:41 PM,04:44 AM,06:55 PM,22,31,31,28,8,28,74,8.5,1011,31,9,181,5,"boston,ma"
2018-08-09,31,24,0.0,13.4,6,6,02:26 AM,05:41 PM,04:45 AM,06:54 PM,20,30,30,27,11,33,66,1.1,1007,31,10,261,9,"boston,ma"
2018-08-10,30,22,0.0,13.4,6,0,03:35 AM,06:32 PM,04:46 AM,06:52 PM,17,28,28,27,9,27,55,0.0,1011,30,10,233,7,"boston,ma"
2018-08-11,23,21,0.0,8.8,5,0,04:49 AM,07:17 PM,04:47 AM,06:51 PM,19,22,25,22,10,85,80,5.9,1016,23,10,101,8,"boston,ma"
2018-08-12,26,21,0.0,12.2,5,1,06:05 AM,07:56 PM,04:48 AM,06:49 PM,20,25,25,23,13,60,82,3.5,1018,26,10,59,10,"boston,ma"
2018-08-13,24,20,0.0,8.7,5,8,07:19 AM,08:30 PM,04:49 AM,06:48 PM,20,22,23,22,14,100,89,2.9,1017,24,8,48,11,"boston,ma"
2018-08-14,28,21,0.0,13.3,6,15,08:31 AM,09:01 PM,04:50 AM,06:47 PM,21,28,28,25,10,47,80,5.8,1012,28,8,156,7,"boston,ma"
2018-08-15,32,21,0.0,13.9,6,22,09:41 AM,09:32 PM,04:51 AM,06:45 PM,20,29,29,27,8,33,68,2.6,1011,32,10,229,6,"boston,ma"
2018-08-16,31,24,0.0,13.9,7,30,10:47 AM,10:02 PM,04:52 AM,06:44 PM,19,30,30,28,11,17,59,0.0,1015,31,10,224,8,"boston,ma"
2018-08-17,28,21,0.0,13.3,6,37,11:52 AM,10:34 PM,04:53 AM,06:42 PM,19,28,28,26,12,25,65,1.4,1017,28,10,116,9,"boston,ma"
2018-08-18,29,20,0.0,12.2,6,44,12:54 PM,11:09 PM,04:55 AM,06:41 PM,21,27,27,25,17,73,76,1.8,1010,29,10,211,12,"boston,ma"
2018-08-19,22,19,0.0,13.8,6,51,01:53 PM,11:47 PM,04:56 AM,06:39 PM,15,20,21,20,20,46,71,0.1,1016,22,10,45,16,"boston,ma"
2018-08-20,23,18,0.0,13.3,5,59,02:49 PM,No moonset,04:57 AM,06:38 PM,16,21,21,21,16,51,73,0.0,1021,23,10,49,12,"boston,ma"
2018-08-21,22,17,0.0,9.8,5,66,03:41 PM,12:29 AM,04:58 AM,06:36 PM,16,20,21,20,10,68,81,0.1,1019,22,10,76,8,"boston,ma"
2018-08-22,26,19,0.0,11.0,5,73,04:28 PM,01:16 AM,04:59 AM,06:34 PM,19,24,24,22,12,64,82,6.2,1007,26,10,209,9,"boston,ma"
2018-08-23,25,18,0.0,13.3,6,81,05:10 PM,02:07 AM,05:00 AM,06:33 PM,11,22,22,21,16,22,53,0.0,1013,25,10,310,12,"boston,ma"
2018-08-24,29,17,0.0,13.3,7,88,05:48 PM,03:01 AM,05:01 AM,06:31 PM,15,27,27,26,8,1,52,0.0,1022,29,10,221,7,"boston,ma"
2018-08-25,28,19,0.0,12.0,6,95,06:21 PM,03:58 AM,05:02 AM,06:30 PM,15,26,26,25,12,32,57,0.0,1025,28,10,197,9,"boston,ma"
2018-08-26,29,17,0.0,13.3,7,100,06:52 PM,04:57 AM,05:03 AM,06:28 PM,17,26,26,25,12,10,63,0.0,1020,29,10,224,9,"boston,ma"
2018-08-27,32,21,0.0,13.2,7,100,07:20 PM,05:57 AM,05:04 AM,06:26 PM,19,30,30,28,10,10,63,0.1,1016,32,10,266,8,"boston,ma"
2018-08-28,35,23,0.0,13.2,8,83,07:48 PM,06:57 AM,05:05 AM,06:25 PM,21,33,33,30,18,12,62,0.0,1015,35,10,243,13,"boston,ma"
2018-08-29,36,26,0.0,13.2,8,76,08:15 PM,07:59 AM,05:06 AM,06:23 PM,21,34,34,31,16,11,54,0.0,1013,36,10,248,12,"boston,ma"
2018-08-30,30,22,0.0,12.0,6,69,08:43 PM,09:01 AM,05:07 AM,06:21 PM,20,29,29,27,13,40,66,0.0,1016,30,10,165,10,"boston,ma"
2018-08-31,22,18,0.0,13.1,5,65,09:14 PM,10:05 AM,05:08 AM,06:20 PM,13,21,22,21,15,36,61,0.0,1026,22,10,62,12,"boston,ma"
2018-09-01,24,17,0.0,13.1,6,48,09:48 PM,11:10 AM,05:10 AM,06:18 PM,13,21,21,21,9,42,64,0.0,1027,24,10,80,7,"boston,ma"
2018-09-02,29,18,0.0,13.1,7,41,10:28 PM,12:16 PM,05:11 AM,06:16 PM,16,24,24,24,10,22,62,0.0,1024,29,10,200,8,"boston,ma"
2018-09-03,33,21,0.0,13.0,7,33,11:15 PM,01:23 PM,05:12 AM,06:15 PM,21,31,31,28,13,27,71,0.0,1022,33,10,237,10,"boston,ma"
2018-09-04,30,23,0.0,13.0,6,26,No moonrise,02:27 PM,05:13 AM,06:13 PM,20,29,29,27,11,21,68,0.0,1022,30,10,184,9,"boston,ma"
2018-09-05,32,21,0.0,13.0,7,18,12:10 AM,03:27 PM,05:14 AM,06:11 PM,20,29,29,27,11,15,69,0.0,1023,32,10,197,9,"boston,ma"
2018-09-06,34,23,0.0,13.0,7,11,01:14 AM,04:20 PM,05:15 AM,06:10 PM,22,30,30,27,13,28,73,0.0,1019,34,10,269,10,"boston,ma"
2018-09-07,22,19,0.0,12.9,5,3,02:24 AM,05:08 PM,05:16 AM,06:08 PM,15,21,22,21,11,41,66,0.0,1021,22,10,99,9,"boston,ma"
2018-09-08,20,17,0.0,12.9,4,0,03:38 AM,05:48 PM,05:17 AM,06:06 PM,11,19,19,19,11,36,59,0.0,1021,20,10,96,9,"boston,ma"
2018-09-09,17,15,0.0,11.9,4,0,04:53 AM,06:24 PM,05:18 AM,06:04 PM,6,16,16,16,20,76,53,0.0,1025,17,10,45,15,"boston,ma"
2018-09-10,18,16,0.0,9.3,4,0,06:07 AM,06:57 PM,05:19 AM,06:03 PM,11,17,17,17,24,76,69,1.3,1027,18,10,90,16,"boston,ma"
2018-09-11,27,18,0.0,8.0,5,4,07:19 AM,07:29 PM,05:20 AM,06:01 PM,19,24,24,22,8,80,82,3.3,1021,27,10,185,6,"boston,ma"
2018-09-12,20,19,0.0,6.2,4,12,08:28 AM,08:00 PM,05:21 AM,05:59 PM,18,20,20,20,10,99,90,5.6,1024,20,9,51,8,"boston,ma"
2018-09-13,22,18,0.0,6.2,5,19,09:36 AM,08:32 PM,05:22 AM,05:57 PM,18,20,21,20,5,83,86,7.7,1025,22,9,86,4,"boston,ma"
2018-09-14,23,17,0.0,8.9,5,27,10:41 AM,09:06 PM,05:23 AM,05:56 PM,18,21,23,21,6,37,81,0.0,1024,23,10,185,5,"boston,ma"
2018-09-15,25,17,0.0,8.9,5,34,11:43 AM,09:44 PM,05:24 AM,05:54 PM,18,23,23,22,5,38,79,0.1,1022,25,10,177,4,"boston,ma"
2018-09-16,29,18,0.0,11.6,7,42,12:41 PM,10:24 PM,05:25 AM,05:52 PM,18,26,26,24,7,14,72,0.0,1022,29,10,181,6,"boston,ma"
2018-09-17,28,19,0.0,10.2,5,49,01:35 PM,11:10 PM,05:27 AM,05:51 PM,18,25,25,24,14,33,71,0.0,1018,28,10,216,11,"boston,ma"
2018-09-18,25,20,0.0,7.5,5,57,02:24 PM,12:00 AM,05:28 AM,05:49 PM,20,25,25,23,11,67,86,9.0,1009,25,9,172,8,"boston,ma"
2018-09-19,18,16,0.0,7.5,4,64,03:08 PM,No moonset,05:29 AM,05:47 PM,15,18,18,18,15,70,81,0.0,1014,18,10,40,12,"boston,ma"
2018-09-20,18,15,0.0,6.1,4,72,03:47 PM,12:53 AM,05:30 AM,05:45 PM,12,17,17,17,14,69,76,0.0,1023,18,10,62,11,"boston,ma"
2018-09-21,22,14,0.0,8.8,5,80,04:22 PM,01:50 AM,05:31 AM,05:44 PM,12,19,19,19,17,40,68,0.0,1022,22,10,175,12,"boston,ma"
2018-09-22,21,15,0.0,10.2,5,87,04:54 PM,02:48 AM,05:32 AM,05:42 PM,10,20,22,20,21,69,53,0.1,1018,21,10,305,16,"boston,ma"
2018-09-23,19,13,0.0,11.6,5,95,05:23 PM,03:48 AM,05:33 AM,05:40 PM,7,17,17,17,7,31,51,0.0,1024,19,10,295,6,"boston,ma"
2018-09-24,14,13,0.0,7.4,3,100,05:51 PM,04:48 AM,05:34 AM,05:38 PM,7,12,14,12,21,51,64,0.0,1034,14,10,53,16,"boston,ma"
2018-09-25,18,13,0.0,6.0,4,100,06:18 PM,05:50 AM,05:35 AM,05:36 PM,13,16,16,16,24,92,81,0.0,1030,18,10,123,15,"boston,ma"
2018-09-26,28,20,0.0,7.4,6,83,06:46 PM,06:53 AM,05:36 AM,05:35 PM,20,25,25,24,23,81,82,3.0,1015,28,8,205,17,"boston,ma"
2018-09-27,20,16,0.0,10.2,4,75,07:16 PM,07:58 AM,05:37 AM,05:33 PM,11,18,18,18,16,45,61,0.0,1019,20,10,120,12,"boston,ma"
2018-09-28,15,13,0.0,7.4,3,68,07:49 PM,09:03 AM,05:38 AM,05:31 PM,11,15,15,15,12,56,77,1.8,1019,15,10,90,9,"boston,ma"
2018-09-29,22,12,0.0,11.6,5,60,08:27 PM,10:10 AM,05:39 AM,05:29 PM,12,18,19,18,9,14,66,0.0,1021,22,10,296,8,"boston,ma"
2018-09-30,20,13,0.0,11.6,5,52,09:11 PM,11:16 AM,05:40 AM,05:28 PM,7,18,18,18,10,10,53,0.0,1026,20,10,280,8,"boston,ma"
2018-10-01,19,14,0.0,7.3,4,51,10:03 PM,12:20 PM,05:42 AM,05:26 PM,12,15,15,15,11,86,81,0.0,1026,19,10,141,8,"boston,ma"
2018-10-02,16,14,0.0,5.9,4,43,11:02 PM,01:21 PM,05:43 AM,05:24 PM,13,15,15,15,8,100,88,3.5,1022,16,10,92,6,"boston,ma"
2018-10-03,19,13,0.0,5.9,4,36,No moonrise,02:14 PM,05:44 AM,05:22 PM,12,16,16,16,7,86,81,0.5,1017,19,9,154,5,"boston,ma"
2018-10-04,22,14,0.0,5.9,4,29,12:08 AM,03:02 PM,05:45 AM,05:21 PM,16,18,19,18,15,73,84,0.0,1015,22,10,210,11,"boston,ma"
2018-10-05,15,11,0.0,11.6,4,21,01:19 AM,03:44 PM,05:46 AM,05:19 PM,8,15,15,15,14,11,62,0.0,1021,15,10,84,11,"boston,ma"
2018-10-06,18,10,0.0,8.7,4,14,02:31 AM,04:20 PM,05:47 AM,05:17 PM,8,15,15,15,9,52,63,0.0,1023,18,10,190,7,"boston,ma"
2018-10-07,25,16,0.0,8.7,5,7,03:44 AM,04:54 PM,05:48 AM,05:16 PM,15,19,19,19,15,72,79,0.0,1022,25,10,177,11,"boston,ma"
2018-10-08,14,13,0.0,5.8,3,0,04:56 AM,05:25 PM,05:49 AM,05:14 PM,10,14,14,14,12,97,76,0.0,1031,14,10,90,9,"boston,ma"
2018-10-09,25,14,0.0,8.7,5,0,06:07 AM,05:56 PM,05:50 AM,05:12 PM,17,21,21,20,18,54,80,0.0,1025,25,10,225,13,"boston,ma"
2018-10-10,28,20,0.0,11.6,7,0,07:16 AM,06:27 PM,05:52 AM,05:11 PM,19,25,25,24,18,25,76,0.0,1017,28,10,236,13,"boston,ma"
2018-10-11,20,15,0.0,5.8,4,7,08:23 AM,07:01 PM,05:53 AM,05:09 PM,16,18,18,18,7,95,85,13.6,1007,20,9,138,5,"boston,ma"
2018-10-12,16,11,0.0,8.7,3,15,09:28 AM,07:38 PM,05:54 AM,05:07 PM,8,14,14,14,19,61,68,8.2,1001,16,9,244,14,"boston,ma"
2018-10-13,12,9,0.0,7.2,3,22,10:29 AM,08:17 PM,05:55 AM,05:06 PM,3,9,10,9,14,49,62,2.1,1011,12,10,294,11,"boston,ma"
2018-10-14,14,6,0.0,10.1,3,29,11:27 AM,09:02 PM,05:56 AM,05:04 PM,2,10,11,10,12,24,56,0.0,1022,14,10,262,10,"boston,ma"
2018-10-15,17,9,0.0,7.2,3,36,12:18 PM,09:51 PM,05:57 AM,05:02 PM,11,14,14,14,20,68,80,0.3,1017,17,9,204,13,"boston,ma"
2018-10-16,14,8,0.0,11.4,4,44,01:05 PM,10:43 PM,05:58 AM,05:01 PM,0,10,12,10,22,11,46,0.0,1015,14,10,275,17,"boston,ma"
2018-10-17,16,8,0.0,11.0,4,51,01:46 PM,11:39 PM,05:59 AM,04:59 PM,2,9,11,9,20,14,53,0.0,1012,16,10,255,16,"boston,ma"
2018-10-18,8,3,0.0,8.7,3,58,02:22 PM,No moonset,06:01 AM,04:58 PM,-8,2,6,2,23,5,39,0.0,1022,8,10,292,18,"boston,ma"
2018-10-19,15,3,0.0,8.7,4,66,02:54 PM,12:36 AM,06:02 AM,04:56 PM,-0,7,9,7,20,14,52,0.0,1019,15,10,235,15,"boston,ma"
2018-10-20,17,12,0.0,8.7,3,73,03:24 PM,01:35 AM,06:03 AM,04:54 PM,7,13,14,13,21,40,62,0.5,1004,17,10,245,15,"boston,ma"
2018-10-21,8,3,0.0,7.1,2,80,03:52 PM,02:35 AM,06:04 AM,04:53 PM,-2,4,7,4,24,37,54,1.9,1009,8,10,278,18,"boston,ma"
2018-10-22,10,1,0.0,8.7,3,87,04:19 PM,03:38 AM,06:05 AM,04:51 PM,-3,4,6,4,13,14,50,0.0,1021,10,10,261,10,"boston,ma"
2018-10-23,12,5,0.0,7.1,3,95,04:47 PM,04:40 AM,06:06 AM,04:50 PM,5,8,9,8,12,41,77,0.0,1017,12,10,157,8,"boston,ma"
2018-10-24,9,5,0.0,5.5,2,100,05:17 PM,05:45 AM,06:08 AM,04:48 PM,2,4,7,4,20,39,72,0.1,1014,9,10,315,15,"boston,ma"
2018-10-25,9,2,0.0,8.7,2,100,05:49 PM,06:52 AM,06:09 AM,04:47 PM,-3,2,6,2,23,17,55,0.0,1016,9,10,305,17,"boston,ma"
2018-10-26,8,0,0.0,8.7,2,84,06:25 PM,08:00 AM,06:10 AM,04:45 PM,-6,3,5,3,12,25,46,0.0,1020,8,10,265,9,"boston,ma"
2018-10-27,12,6,0.0,3.9,2,76,07:08 PM,09:08 AM,06:11 AM,04:44 PM,6,6,9,6,34,86,80,15.7,1013,12,7,67,23,"boston,ma"
2018-10-28,13,7,0.0,7.1,3,69,07:58 PM,10:15 AM,06:12 AM,04:43 PM,6,8,10,8,15,62,75,0.2,1007,13,9,194,12,"boston,ma"
2018-10-29,14,8,0.0,8.7,3,62,08:55 PM,11:17 AM,06:14 AM,04:41 PM,6,9,10,9,17,45,76,3.2,1008,14,10,219,12,"boston,ma"
2018-10-30,9,4,0.0,7.1,2,54,09:59 PM,12:13 PM,06:15 AM,04:40 PM,0,5,7,5,18,23,61,0.0,1015,9,10,297,14,"boston,ma"
